Companion Pulsar,solution_id,DESIGNATION,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,dist
J0024-7204Q,1635721458409799680,Gaia DR2 4689639301203677952,4689639301203677952,911747669,2015.5,6.069323208303381,0.2650779059047393,-72.07437372287069,0.21747417532289268,1.9142205093521105,0.31920060439070236,5.996920108795166,14.264261470178024,0.5197092839549495,-5.009893526909339,0.3909901137646355,0.01697516068816185,0.5499429702758789,0.2702760100364685,-0.19658905267715454,0.5416963696479797,-0.3847964406013489,0.38520684838294983,-0.23926842212677002,0.11530247330665588,-0.43782785534858704,66,47,61,5,23.89299201965332,876.2067260742188,0.5309875086894706,40.863952693330546,31,False,3.31402325630188,1.4878203699331691,0.05038827335829014,0.432796835899353,9,7,0.3299052119255066,0,12,False,72,160260.60122564586,1372.8431103235848,116.73628234863281,12.676299095153809,12,92451.79419014027,895.4377386618304,103.24759674072266,12.936599731445312,12,156032.09608515166,1149.195830349809,135.7750244140625,11.778884887695312,1.5504989624023438,0,1.15771484375,0.2603006362915039,0.8974142074584961,,,0,,,,NOT_AVAILABLE,305.87663059187116,-44.89825817519486,311.2809894237554,-62.36115496154655,102001,5095.63330078125,4425.0,5926.22509765625,,,,,,,200111,1.7549285888671875,1.2974765300750732,2.327176094055176,1.8707091808319092,1.4699811935424805,2.271437168121338,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639301203677952,0.0007857709389805401
J0024-7204Q,1635721458409799680,Gaia DR2 4689639301194992640,4689639301194992640,1045259765,2015.5,6.070904728487407,39.79408046974217,-72.07401017877021,9.12363822000794,,,,,,,,-0.5977624654769897,,,,,,,,,,45,0,44,1,15.680740356445312,402.91845703125,0.9266423572190441,30.615170354001464,3,False,1.0654174089431763,,,0.1144556924700737,5,3,580.8543701171875,0,5,False,45,14748.548908865663,178.77516247324033,82.49774932861328,15.26649284362793,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,305.87602726603916,-44.89868998753124,311.2822058579237,-62.3613800748031,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639301194992640,0.000867369942241232
J0024-7204Q,1635721458409799680,Gaia DR2 4689639301203679488,4689639301203679488,1275844470,2015.5,6.071850716855039,1.4613060643922904,-72.0729400467545,0.8584150850346384,,,,,,,,-0.17850618064403534,,,,,,,,,,73,0,72,1,95.52205657958984,18382.181640625,3.0819909774619734,1162.3614426868105,3,False,0.10207144170999527,,,-0.013602037914097309,9,7,4.126785755157471,0,12,False,74,76024.01546451206,173.52320464374037,438.12017822265625,13.48598861694336,12,45562.94743158821,304.8539635298718,149.45826721191406,13.704858779907227,12,68096.37760073046,359.07450204634546,189.64414978027344,12.679109573364258,1.4950450658798218,0,1.0257492065429688,0.2188701629638672,0.8068790435791016,,,0,,,,NOT_AVAILABLE,305.87584512138955,-44.89979149435087,311.2845007429281,-62.361069240452004,132001,5171.63330078125,4450.47998046875,6438.5,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639301203679488,0.0012908388826306575
J0024-7204Q,1635721458409799680,Gaia DR2 4689639301195008512,4689639301195008512,113763302,2015.5,6.071541017860726,0.11158775226085865,-72.07448510112926,0.12250739136862598,0.8863379086272997,0.11473097544751569,7.725358486175537,4.238206853307172,0.29692077728305666,-3.5314358132062913,0.295511536718927,0.14092445373535156,0.0009423944866284728,-0.3354851007461548,0.3144330084323883,0.04965919628739357,0.4494955539703369,0.1295500546693802,0.09993784874677658,-0.2743622958660126,0.2834794521331787,78,0,78,0,17.035228729248047,530.4113159179688,0.5270870660870556,36.74494754735519,31,False,3.4038166999816895,1.4993638748625822,0.03142816431290443,-0.07217329740524292,9,7,0.30463242530822754,0,12,False,96,56890.014624631556,139.47941027481775,407.8739318847656,13.800775527954102,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,305.8756542938971,-44.89824941530105,311.28155346870346,-62.361795183735076,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639301195008512,0.0012918572207887317
J0024-7204Q,1635721458409799680,Gaia DR2 4689639301194994048,4689639301194994048,1617862316,2015.5,6.06779720202507,35.03828800396119,-72.07229834372536,31.424590042611634,,,,,,,,0.9999653100967407,,,,,,,,,,37,0,36,1,0.3621715307235718,33.23681640625,0.13420331049386797,0.8401681669828422,3,False,19.990140914916992,,,0.18831273913383484,5,4,83.62836456298828,0,5,False,37,29798.686727543325,143.08284079020035,208.26177978515625,14.502872467041016,4,24506.11646334162,1349.6768990138173,18.157024383544922,14.378201484680176,4,35964.436004407464,1203.8186125258337,29.875295639038086,13.372237205505371,2.0293025970458984,0,1.0059642791748047,-0.12467098236083984,1.1306352615356445,,,0,,,,NOT_AVAILABLE,305.8777216164821,-44.90024073915405,311.28427485521746,-62.35967009739339,132011,5095.63330078125,4324.06640625,6938.0,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639301194994048,0.001360155845151547
J0024-7204Q,1635721458409799680,Gaia DR2 4689639301194999936,4689639301194999936,670958761,2015.5,6.073534758260201,0.6670158586366506,-72.07367963227378,0.26151971869178814,,,,,,,,-0.9419427514076233,,,,,,,,,,39,0,39,0,-0.613829493522644,28.58725929260254,0.0,4.308298163315047e-16,3,False,63.724735260009766,,,-0.06759049743413925,6,5,1.4514387845993042,0,9,False,43,55652.30376613807,125.71104335971708,442.7001953125,13.824657440185547,6,33569.88764163236,613.5241461633724,54.716487884521484,14.036513328552246,3,50667.67866207679,627.9395701112612,80.68878173828125,13.000092506408691,1.513640284538269,1,1.0364208221435547,0.21185588836669922,0.8245649337768555,,,0,,,,NOT_AVAILABLE,305.8749664343757,-44.89913707025596,311.2837251179146,-62.36189761883924,132002,5171.63330078125,4430.64990234375,6142.56982421875,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639301194999936,0.0015979822326569215
J0024-7204Q,1635721458409799680,Gaia DR2 4689639296901299712,4689639296901299712,827949409,2015.5,6.0719471169785475,0.030069324035232686,-72.07507288349017,0.023355418136123775,0.22245533056681374,0.030591600253093633,7.271778106689453,4.637732200528442,0.06975626323255474,-1.8428166201213305,0.04728565930851165,-9.959153430827428e-06,0.17994585633277893,-0.08392973244190216,0.12207090109586716,-0.12472373992204666,0.1957918107509613,-0.09075178951025009,-0.031308118253946304,-0.212843120098114,0.1538403332233429,169,169,169,0,4.518449783325195,259.2923278808594,0.0,0.0,31,False,346.8432922363281,1.448048693165065,0.008079195026105108,0.02935384400188923,20,15,0.04927514120936394,0,27,False,188,366196.7944670838,162.911129664296,2247.83154296875,11.77907943725586,19,139472.9541605288,582.6059144314278,239.39501953125,12.49016284942627,19,351915.2833293329,1436.1743490008494,245.03660583496094,10.895824432373047,1.3418693542480469,1,1.5943384170532227,0.7110834121704102,0.8832550048828125,,,0,,,,NOT_AVAILABLE,305.8753565876766,-44.897686709681565,311.2806138046942,-62.36220883296576,100002,4304.0,4209.7373046875,4399.0,0.2849999964237213,0.09799999743700027,1.868499994277954,0.15600000321865082,0.04800000041723251,1.2064000368118286,200111,36.39406204223633,34.839115142822266,38.04214859008789,409.4914245605469,319.825927734375,499.15692138671875,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639296901299712,0.001805536768754202
J0024-7204Q,1635721458409799680,Gaia DR2 4689639301195005568,4689639301195005568,1223949330,2015.5,6.064129287631812,6.307512621427933,-72.07518944794171,44.47868628458313,,,,,,,,0.9997390508651733,,,,,,,,,,41,0,41,0,3.0135276317596436,67.08802795410156,0.20059635538184953,3.6637891835450427,3,False,17.414079666137695,,,-0.11235496401786804,5,4,210.99913024902344,0,5,False,41,46336.81970646973,251.34645306336444,184.35438537597656,14.023550033569336,3,50473.05277656553,4601.3538827354905,10.9691743850708,13.59373950958252,2,56492.710677461415,2734.416354413859,20.659879684448242,12.881938934326172,2.3084399700164795,0,0.7118005752563477,-0.4298105239868164,1.141611099243164,,,0,,,,NOT_AVAILABLE,305.8786910920924,-44.89721395455473,311.27768972702296,-62.36021814108974,132011,5095.63330078125,4259.0,6938.0,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639301195005568,0.0020146256228398473
J0024-7204Q,1635721458409799680,Gaia DR2 4689639301203677696,4689639301203677696,1580590947,2015.5,6.067423939238637,0.7508089812646136,-72.07157615635634,1.284245651027524,,,,,,,,0.901697039604187,,,,,,,,,,53,0,52,1,17.045007705688477,478.4773864746094,1.3161767700572586,34.7767045207127,3,False,0.5198029279708862,,,0.4142731726169586,6,5,2.4434900283813477,0,6,False,50,7780.35843860315,108.30290834488648,71.8388671875,15.960866928100586,0,,,,,0,,,,,,0,,,,,,0,,,,NOT_AVAILABLE,305.8780335245286,-44.900937836138915,311.28547270321184,-62.359194762720215,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639301203677696,0.002091155921280268
J0024-7204Q,1635721458409799680,Gaia DR2 4689639301203666176,4689639301203666176,421243009,2015.5,6.07155972772513,0.17797137981109132,-72.07159346198682,0.08544137279464208,,,,,,,,-0.6200780868530273,,,,,,,,,,54,0,54,0,2.3369510173797607,75.0770034790039,0.14853600306616613,2.609773404336713,3,False,28.447290420532227,1.567587241062119,0.018677879335995136,0.21858106553554535,6,5,0.2545570135116577,0,14,False,62,61001.96268396395,274.50022224276546,222.22918701171875,13.725006103515625,9,41161.37380084498,591.5065462927907,69.58734893798828,13.815163612365723,9,57004.48730022477,731.5465891161351,77.92324829101562,12.872147560119629,1.6092246770858765,0,0.9430160522460938,0.09015750885009766,0.8528585433959961,,,0,,,,NOT_AVAILABLE,305.8762524852211,-44.90110984658503,311.28687485144894,-62.360289290059946,132001,5239.97509765625,4435.72998046875,7050.0,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639301203666176,0.0022805829471796877
