1;J0023+0923;00:23:16.877498;+09:23:23.8604;-12.44;-6.16;56845.00;ELL1
2;J0024-7204Q;00:24:16.4909;-72:04:25.1644;5.2;-2.6;51600;ELL1
3;J0024-7204R;00:24:07.5851;-72:04:50.3954;4.8;-3.3;51600;ELL1
4;J0348+0432;03:48:43.639000;+04:32:11.4580;+4.04;+3.5;56000.00;ELL1
5;J1012+5307;10:12:33.438448;+53:07:02.26348;2.64;-25.54;55566.00;ELL1
