553;J1056-5709;10:56:43.7;-57:09:34.5;
554;J1056-6258;10:56:25.5;-62:58:47.6;
555;J1056-7117;10:56:45.9;-71:17:53.3;
556;J1057-4754;10:57:53.1;-47:54:57.6;
557;J1057-5226;10:57:59.0;-52:26:56.3;
558;J1057-5851;10:57:09.5;-58:51:07;
559;J1057-7914;10:57:27.7;-79:14:23.6;
560;J1058-5957;10:58:34.2;-59:57:36.4;
561;J1059-5742;10:59:00.8;-57:42:14.5;
562;J1059+6459;10:59:27.5;+64:59:32;
563;J1101-6101;11:01:44.9;-61:01:39.6;
564;J1101-6424;11:01:37.1;-64:24:39.3;
565;J1102+02;11:02;+02;
566;J1103-5403;11:03:33.2;-54:03:43.2;
567;J1103-6025;11:03:31.4;-60:25:36.3;
568;J1104-6103;11:04:17.2;-61:03:03.8;
569;J1105-4353;11:05:24.8;-43:53:05;
570;J1105-6037;11:05:00.4;-60:37:16.3;
571;J1105-6107;11:05:26.1;-61:07:48.9;
572;J1106-6438;11:06:28.4;-64:39:00.0;
573;J1107-5907;11:07:34.4;-59:07:18.7;
574;J1107-5947;11:07:58.7;-59:47:04;
575;J1107-6143;11:07:12.3;-61:43:59;
576;J1110-5637;11:10:00.3;-56:37:32.5;
577;J1110+58;11:11;+58:52;
578;J1111-6039;11:11:48.6;-60:39:26;
579;J1112-6103;11:12:14.8;-61:03:31.1;
580;J1112-6613;11:12:38.4;-66:13:04.6;
581;J1112-6926;11:12:50.7;-69:26:32.3;
582;J1114-6100;11:14:22.6;-61:00:32.1;
583;J1115-0956;11:15:27.3;-09:56:53.1;
584;J1115+5030;11:15:38.4;+50:30:12.2;
585;J1115-6052;11:15:53.7;-60:52:18.6;
586;J1116-2444;11:16:23.2;-24:44:56.1;
587;J1116-4122;11:16:43.0;-41:22:43.9;
588;J1117-6154;11:17:23.8;-61:54:22;
589;J1117-6447;11:17:45.0;-64:47:58;
590;J1119-6127;11:19:14.3;-61:27:49.5;
591;J1119-7936;11:19:40.8;-79:36:30.3;
592;J1120-24;11:20;-24;
593;J1120-3618;11:20:22.4;-36:18:32.2;
594;J1121-5444;11:21:19.0;-54:44:05.1;
595;J1122-3546;11:22;-35:46;
596;J1123-4844;11:23:15.6;-48:44:22.7;
597;J1123-6102;11:23:41.7;-61:02:06.2;
598;J1123-6259;11:23:55.5;-62:59:10.9;
599;J1123-6651;11:23:52.2;-66:51:49.0;
600;J1124-3653;11:24:01.1;-36:53:19.1;
601;J1124-5638;11:24:56.4;-56:38:39.7;
602;J1124-5916;11:24:39.0;-59:16:19;
603;J1124-6421;11:24:59.5;-64:21:17;
604;J1125-5825;11:25:44.3;-58:25:16.8;
605;J1125-6014;11:25:55.2;-60:14:06.6;
606;J1125+7819;11:25:59.8;+78:19:48.7;
607;J1126-2737;11:26:02;-27:37:11;
608;J1126-38;11:26:18;-38:38;
609;J1126-6054;11:26:52.6;-60:54:39.9;
610;J1126-6942;11:26:21.6;-69:42:15.8;
611;J1128-6219;11:28:46.7;-62:19:09;
612;J1129-53;11:29:21;-53:31;
613;J1130-5826;11:30:16.3;-58:26:02.3;
614;J1130-5925;11:30:10.4;-59:25:34.1;
615;J1130-6807;11:30:31.9;-68:07:28.5;
616;J1132+25;11:32:50;+25:15;
617;J1132-4700;11:32:14.5;-47:00:36.5;
618;J1132-5627;11:32:15.7;-56:27:28.9;
619;J1133-6250;11:33:51.4;-62:50:50.6;
620;J1135-49;11:35:56;-49:25:31;
621;J1135-6055;11:35:08.3;-60:55:36.4;
622;J1136+1551;11:36:03.1;+15:51:14.1;
623;J1136-5525;11:36:02.1;-55:25:06.9;
624;J1136-6527;11:36:25.2;-65:27:19.5;
625;J1137-6700;11:37:32.0;-67:00:33.0;
626;J1137+7528;11:37:02.0;+75:28:02.3;
627;J1138-6207;11:38:21.6;-62:07:59.3;
628;J1139-6247;11:39:17.1;-62:47:25;
629;J1141-3107;11:41:25.6;-31:07:52.6;
630;J1141-3322;11:41:42.7;-33:22:37.3;
631;J1141-6545;11:41:07.0;-65:45:19.1;
632;J1142+0119;11:42:50.1;+01:19:35.6;
633;J1142-6230;11:42:52.5;-62:30:03.9;
634;J1143-5158;11:43:15.0;-51:58:39.8;
635;J1143-5536;11:43:09.7;-55:36:04.5;
636;J1144-6146;11:44:34.8;-61:46:49;
637;J1144-6217;11:44:02.1;-62:17:30.3;
638;J1146-6030;11:46:07.7;-60:30:59.6;
639;J1147-66;11:47;-66;
640;J1148-5725;11:48:28.5;-57:25:12.6;
641;J1148-6415;11:48:37.8;-64:15:33;
642;J1151-6108;11:51:56.8;-61:08:17.6;
643;J1152-5800;11:52:10.0;-58:00:34;
644;J1152-6012;11:52:53.8;-60:12:21;
645;J1153-2117;11:52:58;-21:17:53;
646;J1154-19;11:54;-19;
647;J1154-6250;11:54:20.1;-62:50:02.7;
648;J1156-1318;11:56:42;-13:18:22;
649;J1156-5707;11:56:07.4;-57:07:02.1;
650;J1156-5909;11:56:21.5;-59:09:12.3;
651;J1157-5112;11:57:08.1;-51:12:56.1;
652;J1157-6224;11:57:15.2;-62:24:50.9;
653;J1159-6409;11:59:21.7;-64:09:57;
654;J1159-7910;11:59:35.7;-79:10:05.6;
655;J1201-6306;12:01:23.0;-63:06:59.5;
656;J1202-5820;12:02:28.3;-58:20:33.6;
657;J1203-6242;12:03:55.3;-62:42:44;
658;J1204-6843;12:04:36.7;-68:43:17.1;
659;J1207-4508;12:07:19.2;-45:08:09.1;
660;J1207-5050;12:07:22.4;-50:50:38.6;
661;J1208-6238;12:08:13.9;-62:38:03.3;
662;J1210-5226;12:10:00.9;-52:26:28.4;
663;J1210-5559;12:10:05.9;-55:59:03.8;
664;J1210-6322;12:10:46.7;-63:22:20.9;
665;J1210-6550;12:10:42.0;-65:50:04.6;
666;J1211-6324;12:11:24.1;-63:24:45.2;
667;J1214-5830;12:14:08.4;-58:30:25.9;
668;J1215-5328;12:15:00.6;-53:28:31.6;
669;J1216-50;12:16:20;-50:27:01;
670;J1216-6223;12:16:41.9;-62:23:57.0;
671;J1216-6410;12:16:07.3;-64:10:09.2;
672;J1220-6318;12:20:17.8;-63:18:46.5;
673;J1221-0633;12:21:24.8;-06:33:51;
674;J1222-5738;12:22:52.3;-57:38:20;
675;J1223-5856;12:23:40.1;-58:56:48.9;
676;J1224-6208;12:24:44.2;-62:08:41.1;
677;J1224-6407;12:24:22.2;-64:07:53.8;
678;J1225-5556;12:25:43.8;-55:56:43.1;
679;J1225-6035;12:25:28.6;-60:35:37.6;
680;J1225-6408;12:25:42.8;-64:08:43;
681;J1226+0005;12:26:14.4;+00:05:44;
682;J1226-3223;12:26:46.6;-32:23:01;
683;J1227-4853;12:27:58.7;-48:53:42.7;
684;J1227-6208;12:27:00.4;-62:08:43.7;
685;J1227-63;12:27:12;-63:09;
686;J1231-1411;12:31:11.3;-14:11:43.6;
687;J1231-4609;12:31:45.7;-46:09:45.2;
688;J1231-5113;12:31:35.7;-51:13:35;
689;J1231-6303;12:31:13.0;-63:03:18;
690;J1231-6511;12:31:43.9;-65:11:48;
691;J1232-4742;12:32:19.1;-47:42:50.9;
692;J1232-6501;12:32:17.8;-65:01:03.3;
693;J1233-6312;12:33:31.5;-63:12:29;
694;J1233-6344;12:33:39.9;-63:44:55;
695;J1234-3630;12:34:12.0;-36:30:41.1;
696;J1235-54;12:35:19;-54:57;
697;J1235-6354;12:35:57.7;-63:54:30.4;
698;J1236-0159;12:36:02.5;-01:59:10;
699;J1236-5033;12:36:59.1;-50:33:36.3;
700;J1237-6725;12:37:25.9;-67:25:33.9;
701;J1238+2152;12:38:23.1;+21:52:11.1;
702;J1239+2453;12:39:40.4;+24:53:49.2;
703;J1239+32;12:39;+32;
704;J1239-48;12:39;-48:00;
705;J1239-6832;12:39:58.9;-68:32:28.9;
706;J1240-4124;12:40:17.6;-41:24:51.7;
707;J1242+39;12:42:34;+39:38;
708;J1243+17;12:43:00;+17:52;
709;J1243-5735;12:43:35.3;-57:35:42.8;
710;J1243-6423;12:43:17.1;-64:23:23.7;
711;J1244-1812;12:44:25.7;-18:12:16.2;
712;J1244-5053;12:44:11.4;-50:53:20.6;
713;J1244-6359;12:44:47.6;-63:59:47.4;
714;J1244-6531;12:44:38.3;-65:31:12;
715;J1245-6238;12:45:21.1;-62:38:55.9;
716;J1246+2253;12:46:49.3;+22:53:43.2;
717;J1248-6344;12:48:46.3;-63:44:09.6;
718;J1248-6444;12:48:32.8;-64:44:00.0;
719;J1249-6507;12:49:54.3;-65:07:19.8;
720;J1251-7407;12:51:52.9;-74:07:15.0;
721;J1252+53;12:52;+53:42;
722;J1252-6314;12:52:42.6;-63:14:32.7;
723;J1253-5820;12:53:28.3;-58:20:40.8;
724;J1254-6150;12:54:32.4;-61:50:50.8;
725;J1255-46;12:55;-46:00;
726;J1255-6131;12:55:54.8;-61:31:10.1;
727;J1255-62;12:55:18;-62:48;
728;J1257-1027;12:57:04.7;-10:27:05.5;
729;J1259-6741;12:59:22.6;-67:41:40.2;
730;J1300+1240;13:00:03.5;+12:40:56.4;
731;J1300-6602;13:00:26.9;-66:02:16.8;
732;J1301+0833;13:01:38.2;+08:33:57.5;
733;J1301-6305;13:01:45.7;-63:05:33.9;
734;J1301-6310;13:01:28.3;-63:10:40.5;
735;J1302-3258;13:02:26;-32:58:48;
736;J1302-63;13:02:04;-63:44:53;
737;J1302-6313;13:02:19.2;-63:13:29;
738;J1302-6350;13:02:47.6;-63:50:08.6;
739;J1303+38;13:03:18;+38:13;
740;J1303-6305;13:03:00.0;-63:05:00.8;
741;J1304+12;13:04:27;+12:02:28;
742;J1305-6203;13:05:21.1;-62:03:21.0;
743;J1305-6256;13:05:28.0;-62:56:39;
744;J1305-6455;13:05:23.4;-64:55:28.5;
745;J1305-66;13:05:36;-66:39;
746;J1306-4035;13:06:56.3;-40:35:23.3;
747;J1306-6242;13:06:44.6;-62:42:03;
748;J1306-6617;13:06:38.1;-66:17:21.2;
749;J1307-6318;13:07:54.7;-63:18:35;
750;J1307-67;13:07:41;-67:03:27;
751;J1308+2127;13:08:48.2;+21:27:06.7;
752;J1308-23;13:08;-23;
753;J1308-4650;13:08:44.5;-46:50:29.7;
754;J1308-5844;13:08:21.0;-58:44:13.8;
755;J1309-6415;13:09:16.6;-64:15:59;
756;J1309-6526;13:09:00.2;-65:26:16.6;
757;J1311-1228;13:11:52.6;-12:28:01.6;
758;J1311-3430;13:11:45.7;-34:30:30.3;
759;J1312+0051;13:12:46.6;+00:51:00.1;
760;J1312+1810A;13:12:55.2;+18:10:05;
761;J1312+1810B;13:12:55.2;+18:10:05;
762;J1312+1810C;13:12:55.2;+18:10:05;
763;J1312+1810D;13:12:55.2;+18:10:05;
764;J1312-5402;13:12:04.7;-54:02:42.5;
765;J1312-5516;13:12:53.5;-55:16:47.3;
766;J1312-6400;13:12:07.1;-64:00:55.6;
767;J1313+0931;13:13:23.0;+09:31:56;
768;J1314-6101;13:14:23.4;-61:01:16;
769;J1316-6232;13:16:46.3;-62:32:12.2;
770;J1317-0157;13:17;-01:57;
771;J1317-5759;13:17:46.2;-57:59:30.5;
772;J1317-6302;13:17:44.6;-63:02:52.2;
773;J1319-6056;13:19:20.2;-60:56:46.7;
774;J1319-6105;13:19:26.3;-61:05:26.2;
775;J1320-3512;13:20:12.6;-35:12:26.0;
776;J1320-5359;13:20:53.9;-53:59:05.0;
777;J1320+67;13:20;+67:30;
778;J1321-5922;13:21:39.5;-59:22:52.1;
779;J1321+8323;13:21:45.6;+83:23:39.4;
780;J1322-62;13:22:54;-62:51;
781;J1322-6241;13:22:32.1;-62:41:53.5;
782;J1322-6329;13:22:18.0;-63:29:37;
783;J1324-6146;13:24:43.9;-61:46:00;
784;J1324-6302;13:24:13.6;-63:02:21.1;
785;J1326+33;13:26:42;+33:46;
786;J1326-4728A;13:26:39.6;-47:30:11.6;
787;J1326-4728B;13:26:49.5;-47:29:24.6;
788;J1326-4728C;13:26:44;-47:30;
789;J1326-4728D;13:26:44;-47:30;
790;J1326-4728E;13:26:44;-47:30;
791;J1326-5859;13:26:58.2;-58:59:29.2;
792;J1326-6408;13:26:32.4;-64:08:43.8;
793;J1326-6700;13:26:02.7;-67:00:49.2;
794;J1327-0755;13:27:57.5;-07:55:29.8;
795;J1327-6222;13:27:17.1;-62:22:45.4;
796;J1327-6301;13:27:07.4;-63:01:15.5;
797;J1327-6400;13:27:10.2;-64:00:13.1;
798;J1328-4357;13:28:06.4;-43:57:44.1;
799;J1328-4921;13:28:33.5;-49:21:33.4;
800;J1329+13;13:29:00;+13:44;
801;J1329-6158;13:29:03.3;-61:58:59;
802;J1331-5245;13:31:00.0;-52:45:25.4;
803;J1332-03;13:32;-03:26;
804;J1332-3032;13:32:52.4;-30:32:17.3;
805;J1333-4449;13:33:44.8;-44:49:26.2;
806;J1334+10;13:34:30;+10:05;
807;J1334-5839;13:34:30.1;-58:39:16.5;
808;J1335-3642;13:35:36;-36:42;
809;J1335-5656;13:35:05.4;-56:56:01;
810;J1336-2522;13:36:20.8;-25:22:01.6;
811;J1336+33;13:36:00;+33:46;
812;J1337-4441;13:37:27.7;-44:41:42.3;
813;J1337-6306;13:37:20.3;-63:06:23.3;
814;J1337-6423;13:37:31.8;-64:23:04.9;
815;J1338-6204;13:38:09.2;-62:04:18.7;
816;J1339-4712;13:39:56.5;-47:12:05.5;
817;J1339-6618;13:39:56.6;-66:18:07.8;
818;J1340-6456;13:40:00.3;-64:56:42.9;
819;J1341-6023;13:41:07.3;-60:23:34.7;
820;J1341-6220;13:41:42.6;-62:20:20.7;
821;J1342+2822A;13:42:00.6;+28:22:31.4;
822;J1342+2822B;13:42:11.0;+28:22:40.1;
823;J1342+2822C;13:42:11.6;+28:22:38;
824;J1342+2822D;13:42:10.2;+28:22:36;
825;J1342+2822E;13:42:11.6;+28:22:38;
826;J1342+2822F;13:42:11.6;+28:22:38;
827;J1343+6634;13:43:59.2;+66:34:25.0;
828;J1344-5855;13:44:53.0;-58:55:24.7;
829;J1344-6059;13:44:39.6;-60:59:31;
830;J1345-6115;13:45:44.4;-61:15:30.6;
831;J1346-4918;13:46:22.3;-49:18:07.2;
832;J1347-5947;13:47:19.3;-59:47:39.8;
833;J1348-6307;13:48:42.4;-63:07:04;
834;J1349-6130;13:49:36.6;-61:30:17.1;
835;J1349-63;13:49:18;-63:56;
836;J1350-5115;13:50:16.1;-51:15:24.5;
837;J1350-6225;13:50:44.4;-62:25:43.8;
838;J1352-6803;13:52:34.4;-68:03:37.1;
839;J1354+2454;13:54:04;+24:54:06;
840;J1354-6249;13:54:35;-62:49:30;
841;J1355-5153;13:55:58.6;-51:53:53.9;
842;J1355-5747;13:55:36.9;-57:47:15;
843;J1355-5925;13:55:59.1;-59:25:00.9;
844;J1355-6206;13:55:21.3;-62:06:20.1;
845;J1356-5521;13:56:50.5;-55:21:12.9;
846;J1357-62;13:57:25;-62:28;
847;J1357-6429;13:57:02.4;-64:29:30.2;
848;J1358-2533;13:58:42;-25:33;
849;J1358-6025;13:58:25.9;-60:25:56;
850;J1359-6038;13:59:58.2;-60:38:07.5;
851;J1400-1431;14:00:37.0;-14:31:47.0;
852;J1400+21;14:00:18;+21:27;
853;J1400-6325;14:00:45.6;-63:25:42.6;
854;J1401-6357;14:01:52.4;-63:57:42.0;
855;J1402+13;14:03:00;+13:09:12;
856;J1402-5021;14:02:56.0;-50:21:43;
857;J1403-0314;14:03:41;-03:15:28;
858;J1403-6310;14:03:14.0;-63:10:27;
859;J1403-7646;14:03:04.1;-76:46:57.5;
860;J1404+1159;14:04:36.9;+11:59:16.0;
861;J1405-4656;14:05:21.4;-46:56:02.3;
862;J1405-5641;14:05:12.4;-56:41:24.2;
863;J1406-4233;14:06:04.7;-42:33:20.6;
864;J1406-5806;14:06:01.2;-58:06:32;
865;J1406-6121;14:06:50.0;-61:21:27.9;
866;J1407-6048;14:07:58.6;-60:48:58.8;
867;J1407-6153;14:07:56.5;-61:53:59;
868;J1409-6953;14:09:16.9;-69:53:34.4;
869;J1410-6132;14:10:23.5;-61:32:08.1;
870;J1410-7404;14:10:07.3;-74:04:53.3;
871;J1411+2551;14:11:18.8;+25:51:08.3;
872;J1412-6111;14:12:59.6;-61:11:30.5;
873;J1412-6145;14:12:07.6;-61:45:28.4;
874;J1412+7922;14:12:55.8;+79:22:03.8;
875;J1413-6141;14:13:09.8;-61:41:13;
876;J1413-6205;14:13:29.9;-62:05:38;
877;J1413-6222;14:13:05.4;-62:22:27.8;
878;J1413-6307;14:13:31.3;-63:07:35.4;
879;J1414-6802;14:14:25.7;-68:02:58;
880;J1415-6621;14:15:31.2;-66:21:12.2;
881;J1416-5033;14:16:44.6;-50:33:17;
882;J1416-6037;14:16:30.5;-60:37:59.5;
883;J1417-4402;14:17:30.6;-44:02:57.4;
884;J1418-3921;14:18:50.2;-39:21:18.5;
885;J1418-5945;14:18:32.3;-59:45:00;
886;J1418-6058;14:18:42.7;-60:57:49;
887;J1420-5416;14:20:29.1;-54:16:22.7;
888;J1420-5625;14:20:03.0;-56:25:55.0;
889;J1420-6048;14:20:08.2;-60:48:16.4;
890;J1421-4409;14:21:20.9;-44:09:04.5;
891;J1422-6138;14:22:28.2;-61:38:28.3;
892;J1423-6953;14:23:26.7;-69:53:42.8;
893;J1424-5556;14:24:12.7;-55:56:13.9;
894;J1424-56;14:24:23;-56:40:47;
895;J1424-5822;14:24:32.1;-58:22:55.7;
896;J1424-6438;14:24:59.2;-64:38:10.0;
897;J1425-5723;14:25:36.5;-57:23:30.8;
898;J1425-5759;14:25:59.1;-57:59:10.2;
899;J1425-6210;14:25:07.7;-62:10:04.9;
900;J1426+52;14:27:00;+52:10;
901;J1427-4158;14:27:50.7;-41:58:56.3;
902;J1428-5530;14:28:26.2;-55:30:50.0;
903;J1429-5911;14:29:58.6;-59:11:36.6;
904;J1429-5935;14:29:25.9;-59:35:58.9;
905;J1430+22;14:30:01;+22:24:23;
906;J1430-5712;14:30:16.1;-57:12:31.4;
907;J1430-6623;14:30:40.7;-66:23:05.5;
908;J1431-4715;14:31:44.6;-47:15:27.5;
909;J1431-5740;14:31:03.4;-57:40:11.6;
910;J1431-6328;14:13:21.2;-63:28:08.6;
911;J1432-5032;14:32:52.2;-50:32:17.3;
912;J1433+00;14:33:30;+00:28;
913;J1433-6038;14:33:13.1;-60:38:34.7;
914;J1434-5943;14:34:58.3;-59:43:41.6;
915;J1434-6006;14:34:05.3;-60:06:29.0;
916;J1434-6029;14:34:39.1;-60:29:49;
917;J1434+7257;14:33:59.7;+72:57:26.5;
918;J1435-5954;14:35:00.2;-59:54:49.5;
919;J1435-6100;14:35:20.2;-61:00:57.9;
920;J1437-5959;14:37:01.9;-59:59:01.4;
921;J1437-6146;14:37:15.3;-61:46:02.0;
922;J1439-5501;14:39:39.7;-55:01:23.6;
923;J1439+7655;14:39:22;+76:55:46;
924;J1440-6344;14:40:31.2;-63:44:48.4;
925;J1441-6137;14:41:44.3;-61:37:24;
926;J1443-5122;14:43:26.9;-51:22:26;
927;J1444-5941;14:44:46.5;-59:41:19;
928;J1444-6026;14:44:06.0;-60:26:09.4;
929;J1446-4701;14:46:35.7;-47:01:26.7;
930;J1447-5757;14:47:28.2;-57:57:26;
931;J1449-5846;14:49:25.4;-58:46:40.4;
932;J1452-5851;14:52:52.6;-58:51:13.2;
933;J1452-6036;14:52:51.8;-60:36:31.4;
934;J1453+1902;14:53:45.7;+19:02:12.1;
935;J1453-6413;14:53:32.6;-64:13:16.0;
936;J1454-5846;14:54:10.9;-58:46:34.7;
937;J1455-3330;14:55:47.9;-33:30:46.3;
938;J1455-59;14:55:06;-59:23;
939;J1456-48;14:56;-48:00;
940;J1456-6843;14:55:59.9;-68:43:39.5;
941;J1457-5122;14:57:40.0;-51:22:54.9;
942;J1457-5900;14:57:39.0;-59:00:51;
943;J1457-5902;14:57:31.9;-59:02:04;
944;J1459-6053;14:59:29.9;-60:53:20.7;
945;J1501-0046;15:01:44.9;-00:46:23.5;
946;J1501-5637;15:01:51.0;-56:37:48;
947;J1502+28;15:02:09;+28:13;
948;J1502+4653;15:02:19.8;+46:53:27.4;
949;J1502-5653;15:02:57.3;-56:53:39.2;
950;J1502-5828;15:02:43.8;-58:28:42;
951;J1502-6128;15:02:29.8;-61:28:50.3;
952;J1502-6752;15:02:18.6;-67:52:16.7;
953;J1503+2111;15:03:54.6;+21:11:09.3;
954;J1504-5621;15:04:49.1;-56:21:32;
955;J1504-5659;15:04:31.9;-56:59:19.4;
956;J1505-25;15:05;-25;
957;J1506-5158;15:06:39.5;-51:58:10;
958;J1507-4352;15:07:34.1;-43:52:04.0;
959;J1507-5800;15:07:03.5;-58:00:56.2;
960;J1507-6640;15:07:48.6;-66:40:57.8;
961;J1509+5531;15:09:25.6;+55:31:32.3;
962;J1509-5850;15:09:27.1;-58:50:56.0;
963;J1509-6015;15:09:07.5;-60:15:18.6;
964;J1510-4422;15:10:48.9;-44:22:07;
965;J1511-5414;15:11:51.2;-54:14:40.3;
966;J1511-5835;15:11:07.0;-58:35:28;
967;J1512-5431;15:12:05.7;-54:31:19;
968;J1512-5759;15:12:43.0;-57:59:59.8;
969;J1513-2550;15:13:23.3;-25:50:31.2;
970;J1513-5739;15:13:58.9;-57:39:01.4;
971;J1513-5908;15:13:55.8;-59:08:09.6;
972;J1513-5946;15:13:44.7;-59:46:31.9;
973;J1513-6013;15:13:54.0;-60:13:26.5;
974;J1514-4834;15:14:14.5;-48:34:19.9;
975;J1514-4946;15:14:19.1;-49:46:15.5;
976;J1514-5316;15:14:40.1;-53:16:02.3;
977;J1514-5925;15:14:59.1;-59:25:43.5;
978;J1515-5720;15:15:09.2;-57:20:50.1;
979;J1516-43;15:16:32.3;-43:20:00;
980;J1517-32;15:17:01;-32:26:05;
981;J1517-4356;15:17:27.3;-43:56:17.9;
982;J1517-4636;15:17:29.3;-46:36:00.6;
983;J1518+0204A;15:18:33.3;+02:05:27.5;
984;J1518+0204B;15:18:31.4;+02:05:15.4;
985;J1518+0204C;15:18:32.7;+02:04:47.8;
986;J1518+0204D;15:18:33.2;+02:04:52;
987;J1518+0204E;15:18:34;+02:04:58;
988;J1518+0204F;15:18:33.2;+02:04:52;
989;J1518-0627;15:18:59.1;-06:27:07.7;
990;J1518-3952;15:18:56.9;-39:52:30.3;
991;J1518+4904;15:18:16.7;+49:04:34.2;
992;J1518-5415;15:18:13.5;-54:15:45.0;
993;J1519-5734;15:19:47.5;-57:34:13.6;
994;J1519-6106;15:19:35.8;-61:06:54.6;
995;J1519-6308;15:19:09.5;-63:08:19.5;
996;J1522-5525;15:22:06.7;-55:25:17.5;
997;J1522-5735;15:22:05.3;-57:35:00;
998;J1522-5829;15:22:42.2;-58:29:02.8;
999;J1523-3235;15:23:37.7;-32:35:42.1;
1000;J1524-20;15:24:44;-20:59:21;
1001;J1524-5625;15:24:49.8;-56:25:23.4;
1002;J1524-5706;15:24:21.4;-57:06:34.6;
1003;J1524-5819;15:24:24.6;-58:19:14.1;
1004;J1525-5417;15:25:28.3;-54:17:20;
1005;J1525-5523;15:25:36.0;-55:23:27.2;
1006;J1525-5545;15:25:28.1;-55:45:49.8;
1007;J1525-5605;15:25:41.4;-56:05:13;
1008;J1526-2744;15:26:34;-27:43:34;
1009;J1526-5633;15:26:41.2;-56:33:43;
1010;J1527-3931;15:27:58.8;-39:31:34.2;
1011;J1527-5552;15:27:40.7;-55:52:08.3;
1012;J1528-3146;15:28:34.9;-31:46:06.8;
1013;J1528-4109;15:28:08.0;-41:09:28.8;
1014;J1528-5547;15:28:39.1;-55:47:23;
1015;J1528-5838;15:28:24.3;-58:38:01;
1016;J1529-26;15:29;-26;
1017;J1529-3828;15:29:15.1;-38:28:45.8;
1018;J1529+40;15:29:12;+40:49;
1019;J1529-5355;15:29:57.6;-53:55:36;
1020;J1529-5611;15:29:35.8;-56:11:29;
1021;J1530-21;15:30;-21;
1022;J1530-5327;15:30:26.8;-53:27:56.0;
1023;J1530-6343;15:30:47.6;-63:43:13.6;
1024;J1531-4012;15:31:08.0;-40:12:30.9;
1025;J1531-5610;15:31:27.9;-56:10:55.3;
1026;J1532+2745;15:32:10.3;+27:45:49.6;
1027;J1532-5308;15:32:35.5;-53:08:06;
1028;J1532-56;15:32:18;-56:32;
1029;J1534-4428;15:34:52.0;-44:28:09.4;
1030;J1534-46;15:34:08;-46:14;
1031;J1534-5334;15:34:08.2;-53:34:19.6;
1032;J1534-5405;15:34:33.5;-54:05:39.7;
1033;J1535-4114;15:35:17.0;-41:14:03.1;
1034;J1535-4415;15:35:55.9;-44:15:08.4;
1035;J1535-5450;15:35:58.2;-54:50:26;
1036;J1535-5848;15:35:16.7;-58:48:27.7;
1037;J1536+17;15:36:15;+17:49;
1038;J1536-30;15:36;-30;
1039;J1536-3602;15:36:17.3;-36:02:58.8;
1040;J1536-4948;15:36:23.2;-49:48:54.6;
1041;J1536-5433;15:36:04.8;-54:33:15;
1042;J1536-5907;15:36:17.7;-59:07:03.6;
1043;J1537+1155;15:37:09.9;+11:55:55.4;
1044;J1537-4912;15:37:28.2;-49:12:03;
1045;J1537-5153;15:37:15.7;-51:53:06;
1046;J1537-5312;15:37:37.6;-53:12:25.0;
1047;J1537-5645;15:37:51.0;-56:45:04;
1048;J1538+2345;15:38:06.0;+23:45:04.0;
1049;J1538-5438;15:38:48.9;-54:38:17;
1050;J1538-5519;15:38:40.8;-55:19:46;
1051;J1538-5551;15:38:45.0;-55:51:36.9;
1052;J1538-5621;15:38:43.2;-56:21:55.5;
1053;J1538-5638;15:38:05.7;-56:38:12;
1054;J1538-5732;15:38:18.1;-57:32:29.3;
1055;J1538-5750;15:38:08.4;-57:50:17.1;
1056;J1539-4828;15:39:40.8;-48:28:57;
1057;J1539-5521;15:39:07.9;-55:21:11.2;
1058;J1539-5626;15:39:14.0;-56:26:26.3;
1059;J1539-6322;15:39:24.7;-63:22:53.2;
1060;J1540-5736;15:40:59.0;-57:36:57;
1061;J1541-42;15:41:55;-42:18:50;
1062;J1541-5535;15:41:49.6;-55:35:01;
1063;J1542-5034;15:42:45.3;-50:34:03.6;
1064;J1542-5133;15:42:19.9;-51:33:35;
1065;J1542-5303;15:42:54.5;-53:03:41;
1066;J1543-0620;15:43:30.1;-06:20:45.3;
1067;J1543+0929;15:43:38.8;+09:29:16.3;
1068;J1543-5013;15:43:58.2;-50:13:58;
1069;J1543-5149;15:43:44.1;-51:49:54.6;
1070;J1543-5459;15:43:56.4;-54:59:15.0;
1071;J1544-0713;15:44:23.5;-07:13:59.0;
1072;J1544+4937;15:44:04.4;+49:37:55.2;
1073;J1544-5308;15:44:59.8;-53:08:46.9;
1074;J1545-4550;15:45:55.9;-45:50:37.5;
1075;J1546-3747A;15:46:03.4;-37:47:10.1;
1076;J1546-5302;15:46:07.4;-53:02:23.0;
1077;J1546-5925;15:46;-59:25;
1078;J1547-0944;15:47:46.0;-09:44:07.8;
1079;J1547-5709;15:47:24.1;-57:09:17.5;
1080;J1547-5750;15:47:30.6;-57:50:29.4;
1081;J1547-5839;15:47:34.9;-58:39:09.8;
1082;J1548-4821;15:48:23.2;-48:21:49.7;
1083;J1548-4927;15:48:19.4;-49:27:40.4;
1084;J1548-5607;15:48:44.0;-56:07:34.3;
1085;J1549+2113;15:49:40.9;+21:13:26.9;
1086;J1549-4848;15:49:21.0;-48:48:35.5;
1087;J1549-57;15:49:05;-57:21:37;
1088;J1549-5722;15:49:47.9;-57:22:02;
1089;J1550-5242;15:50:02.9;-52:42:07.0;
1090;J1550-5317;15:50:04.8;-53:17:21;
1091;J1550-5418;15:50:54.1;-54:18:24.1;
1092;J1551-0658;15:51:07.2;-06:58:06.5;
