Companion Pulsar;source_id;ra;ra_error;dec;dec_error;parallax;parallax_error;pm;pmra;pmra_error;pmdec;pmdec_error;ra_dec_corr;ra_parallax_corr;ra_pmra_corr;matched_transits_removed;rv_method_used;rv_nb_transits;rv_nb_deblended_transits;rv_expected_sig_to_noise;rv_renormalised_gof;rv_chisq_pvalue;rv_time_duration;rv_amplitude_robust;rv_template_teff;rv_template_logg;rv_template_fe_h;rv_atm_param_origin;vbroad;vbroad_error;vbroad_nb_transits;grvs_mag;grvs_mag_error;grvs_mag_nb_transits;rvs_spec_sig_to_noise;phot_variable_flag;l;b;ecl_lon;ecl_lat;in_qso_candidates;in_galaxy_candidates;non_single_star;has_xp_continuous;has_xp_sampled;has_rvs;has_epoch_photometry;has_epoch_rv;has_mcmc_gspphot;has_mcmc_msc;in_andromeda_survey;classprob_dsc_combmod_quasar;classprob_dsc_combmod_galaxy;classprob_dsc_combmod_star;teff_gspphot;teff_gspphot_lower;teff_gspphot_upper;logg_gspphot;logg_gspphot_lower;logg_gspphot_upper;mh_gspphot;mh_gspphot_lower;mh_gspphot_upper;distance_gspphot;distance_gspphot_lower;distance_gspphot_upper;azero_gspphot;azero_gspphot_lower;azero_gspphot_upper;ag_gspphot;ag_gspphot_lower;ag_gspphot_upper;ebpminrp_gspphot;ebpminrp_gspphot_lower;ebpminrp_gspphot_upper;libname_gspphot
J1623-2631;6045465849821696896;245.9081872796918;0.1334724724292755;-26.53173017866321;0.08561751991510391;1.2614200217927187;0.13617636263370514;22.496482849121094;-12.347086093571328;0.18994411826133728;-18.805351054528387;0.14851051568984985;-0.43734362721443176;-0.039682768285274506;0.255106121301651;0;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;350.975487537577;15.960587793472538;248.49786173482966;-4.873006627512746;False;False;0;False;False;False;False;False;False;True;False;6.400794916316954e-08;0.00015480625734198838;0.9998438954353333;;;;;;;;;;;;;;;;;;;;;;
J1723-2837;4059795678905878528;260.8460069584889;1.7389265298843384;-28.6325805694289;1.0583584308624268;;;;;;;;0.3831837475299835;;;0;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;357.6159698553012;4.260523735419122;261.93668492136896;-5.449164292610648;False;False;0;False;False;False;False;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;
J1723-2837;4059795674516044800;260.8465812119027;0.03552844375371933;-28.63266533424399;0.02533988654613495;1.0663413131826731;0.04388531669974327;26.75946807861328;-11.73376052135494;0.04362406209111214;-24.049698930825514;0.03356298804283142;0.01809561252593994;-0.29952478408813477;0.07339543849229813;0;;;;;;;;;;;;;;;;;;;;VARIABLE;357.6161833862773;4.260059100541004;261.9371956263503;-5.4492168464700015;False;False;0;True;False;False;True;False;True;True;False;1.0209620150171406e-13;1.0224773111522367e-10;0.9999927282333374;5828.21875;5786.92138671875;5874.56201171875;4.4893999099731445;4.461900234222412;4.510900020599365;0.07850000262260437;0.028300000354647636;0.1225999966263771;806.1036987304688;777.6397705078125;838.6232299804688;1.6550999879837036;1.6279000043869019;1.6841000318527222;1.3144999742507935;1.2920000553131104;1.3389999866485596;0.7099000215530396;0.6976000070571899;0.7231000065803528;MARCS
J1731-1847;4121864828231575168;262.8229114933994;0.6267580986022949;-18.79254675288944;0.4397590756416321;0.7070765780846648;0.7172011733055115;8.024906158447266;-3.1819012712706316;0.9292367696762085;-7.367131539673115;0.5341218113899231;0.03749925643205643;-0.03523643687367439;-0.14199447631835938;1;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;6.889348738165569;8.150886647041888;263.1864932979435;4.4771440310967305;False;False;0;False;False;False;False;False;False;False;False;1.108543590255806e-09;5.339632735967825e-09;0.9999916553497314;;;;;;;;;;;;;;;;;;;;;;
J1751-2857;4057347444388501120;267.88616938438213;17.740802764892578;-28.962802797859972;10.727879524230957;;;;;;;;0.9632697105407715;;;0;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;0.6456347314668949;-1.1241725561729419;268.1419761836407;-5.537154400472161;False;False;0;False;False;False;False;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;
J1801-3210;4043712194647392128;270.3575442757062;43.04979705810547;-32.18147937512655;21.327749252319336;;;;;;;;0.7912147045135498;;;0;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;358.92197130365724;-4.577018749173719;270.30618307725473;-8.74257857002676;False;False;0;False;False;False;False;False;False;False;False;;;;;;;;;;;;;;;;;;;;;;;;;
J1804-2717;4063140839871310976;271.0877922942453;0.3459622859954834;-27.291738081165608;0.28330695629119873;-0.8673525793157143;0.355193167924881;11.482216835021973;-2.5094306838971825;0.4335683584213257;-11.204644314833377;0.2910579741001129;0.20210041105747223;0.012441115453839302;-0.21313048899173737;0;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;3.505246478413064;-2.735272805737777;270.9688980952429;-3.856115795090835;False;False;0;False;False;False;False;False;False;True;False;6.538106944731226e-09;2.488575887582556e-07;0.9999043345451355;;;;;;;;;;;;;;;;;;;;;;
J1811-2405;4066220743730297344;272.8330945429224;8.45732593536377;-24.088516535840565;7.562881946563721;;;;;;;;0.994220495223999;;;0;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;7.0730693381742045;-2.5593223073909046;272.58639510133196;-0.6746679769698198;False;False;0;False;False;False;False;False;False;False;False;2.0775954908458516e-05;5.05752359458711e-06;0.9995822310447693;;;;;;;;;;;;;;;;;;;;;;
J1816+4510;2115337192179377792;274.1497258625874;0.09356994926929474;45.17606864561869;0.09556593745946884;0.22249783718568827;0.1013086661696434;4.39989709854126;-0.05861630575280602;0.1225600615143776;-4.399506732960086;0.11677811294794083;0.01352200098335743;0.054998498409986496;-0.0535815954208374;1;;;;;;;;;;;;;;;;;;;;VARIABLE;72.82980290708593;24.73500608352014;278.00068095887946;68.50013080142507;False;False;0;False;False;False;True;False;True;True;False;9.54464685065659e-09;0.0007157626678235829;4.989749868400395e-05;10622.3193359375;10594.3193359375;10641.30078125;4.498799800872803;4.4969000816345215;4.499800205230713;-1.4789999723434448;-1.492400050163269;-1.4515999555587769;15983.34375;15947.7763671875;16004.0654296875;0.0010999999940395355;0.00019999999494757503;0.0027000000700354576;0.0010999999940395355;0.00019999999494757503;0.0026000000070780516;0.0006000000284984708;9.999999747378752e-05;0.00139999995008111;A
J1853+1303;4506162043520360576;283.4892648031182;1.79576575756073;13.062305246097456;2.7603633403778076;;;;;;;;0.775519609451294;;;0;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;44.87477480020608;5.366594171998432;286.2578563727547;35.74336858255926;False;False;0;False;False;False;False;False;False;False;False;0.0004159467061981559;3.9449831092497334e-05;0.9983922839164734;;;;;;;;;;;;;;;;;;;;;;
J1910+1256;4314046781982561920;287.5407212302118;0.5858296155929565;12.940372151569237;0.548456609249115;-0.09600973820458453;0.8472586274147034;6.493289947509766;-2.2518595290800283;0.6175097823143005;-6.090315406261422;0.6021292209625244;0.3997058570384979;-0.4821011424064636;0.12317873537540436;1;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;46.56395784114698;1.7949316168978766;291.04177790318624;35.10714395142761;False;False;0;False;False;False;False;False;False;False;False;1.6259571467003298e-10;5.989632401171008e-11;0.9999986290931702;;;;;;;;;;;;;;;;;;;;;;
J1946+3417;2047074979178939648;296.6044928038581;0.6030176281929016;34.287185692464675;0.7863118052482605;3.1428273931673494;0.8389676809310913;5.377471923828125;-0.8121277480248992;0.9231495261192322;-5.315792599592822;1.2922762632369995;-0.16754193603992462;0.10712820291519165;0.21071644127368927;0;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;69.29403392281694;4.712683818682341;309.1984493855594;54.165404056826674;False;False;0;False;False;False;False;False;False;False;False;1.2379786085148226e-07;0.04513634368777275;0.9548634886741638;;;;;;;;;;;;;;;;;;;;;;
J1955+2908;2028584968839606784;298.866100948426;0.10199505090713501;29.145381667244706;0.13717253506183624;0.4748712032006062;0.16951662302017212;8.443187713623047;-3.1673756465389253;0.13518089056015015;-7.826567155396902;0.16659386456012726;-0.11271863430738449;-0.13246475160121918;-0.038598909974098206;0;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;65.83923393065808;0.4432586350187238;309.69129815668083;48.684536730554434;False;False;0;False;False;False;False;False;True;False;False;1.0323452569139732e-13;5.096155160193294e-13;0.9999996423721313;4222.35302734375;4115.1064453125;4239.515625;4.264900207519531;4.230800151824951;4.298900127410889;-0.9045000076293945;-0.9732999801635742;-0.7692000269889832;692.0421142578125;664.8740234375;719.3106079101562;4.690899848937988;4.520599842071533;4.728899955749512;3.1261000633239746;2.9928998947143555;3.1514999866485596;1.736299991607666;1.6606999635696411;1.751099944114685;PHOENIX
J1959+2048;1823773577813832448;299.9021916488912;0.14876435697078705;20.804423870286655;0.15540796518325806;-0.011459794826442202;0.2136242836713791;4.172183990478516;-2.787907627762622;0.19481290876865387;-3.103979556777441;0.2059662938117981;0.15284903347492218;-0.05764087662100792;-0.06429316848516464;0;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;59.19664327385661;-4.696547923910786;307.7345299686362;40.40687956098847;False;False;0;False;False;False;False;False;True;False;False;2.7623289766687265e-10;2.525598896685466e-10;0.9999963045120239;4644.0595703125;4609.80419921875;4745.82275390625;4.96150016784668;4.9217000007629395;4.988800048828125;-2.798099994659424;-2.940200090408325;-2.546600103378296;1541.6334228515625;1456.568115234375;1723.8427734375;0.016699999570846558;0.003000000026077032;0.1160999983549118;0.013000000268220901;0.002400000113993883;0.09149999916553497;0.0071000000461936;0.0013000000035390258;0.04989999905228615;MARCS
J2032+4127;2067835682818358400;308.0546693559062;0.011941006407141685;41.4567587500388;0.014621440321207047;0.5677534793686149;0.01559421420097351;3.028407335281372;-2.8762382942769733;0.017133817076683044;-0.9478946506888151;0.019980531185865402;-0.2283758670091629;-0.037062402814626694;-0.24803654849529266;2;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;80.2238146279451;1.0278993456654848;328.9536278161524;57.36963718906661;False;False;0;True;True;False;False;False;True;True;False;1.0221175712451028e-13;5.105425630869131e-13;0.9999812841415405;29995.66015625;29869.984375;30124.310546875;4.036600112915039;4.027500152587891;4.046899795532227;0.26429998874664307;0.2298000007867813;0.2890999913215637;1609.2880859375;1584.8707275390625;1636.836181640625;4.300899982452393;4.29449987411499;4.307600021362305;3.7562999725341797;3.7509000301361084;3.7616000175476074;2.0815000534057617;2.078399896621704;2.0845999717712402;OB
