222;J0742+4110;07:42:12.22;2.0e-02;+41:10:15.0;2.0e-01;*;0;*;0;56292.00;20.820
223;J0742+4334;07:42:42.13;1.0e-02;+43:34:02.2;3.0e-01;*;0;*;0;57998;36.255
224;J0744-2525;06:46:22.4;0;-54:52:57;0;*;0;*;0;58984.00;*
225;J0745-5353;07:45:04.48;4.0e-02;-53:53:09.56;3.0e-02;-60;1.0e+01;50;1.0e+01;55129;121.38
226;J0746-4529;07:46:59.518;1.6e-02;-45:29:26.65;1.7e-01;*;0;*;0;52950.00;134.57
227;J0747+6646;07:47:39.687;1.1e-02;+66:46:56.77;1.7e-01;*;0;*;0;56500.00;27.576
228;J0749-4247;07:49:49.675;4.0e-03;-42:47:42.14;4.0e-02;*;0;*;0;49014.00;104.595
229;J0750-6846;07:50:35.85;2.0e-02;-68:46:33.81;1.0e-01;*;0;*;0;56839;54.6
230;J0751+1807;07:51:09.155331;1.3e-05;+18:07:38.4864;1.0e-03;-2.73;5.0e-02;-13.4;3.0e-01;55000.00;30.2409
231;J0753-0816;07:53:33;0;-08:19:35;0;*;0;*;0;56316.00;38
232;J0754+3231;07:54:40.688;5.0e-03;+32:31:56.2;2.0e-01;-4;5.0e+00;7;3.0e+00;48725.00;39.9863
