Companion Pulsar,Pulsar RA,Pulsar DEC,solution_id,DESIGNATION,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,dist
J2354+6155,23:54:04.7830,+61:55:46.845,1636148068921376768,Gaia DR3 2012768154772019456,2012768154772019456,1248453225,2016.0,358.5194853906025,0.22119924426078796,61.93189755118689,0.18368111550807953,0.22129937341506736,0.2732030153274536,0.8100180625915527,3.5728933811187744,-3.5263541411365504,0.30050909519195557,-0.5747991727846586,0.2532869875431061,-0.09291421622037888,0.2260846644639969,0.031814347952604294,-0.030005736276507378,0.10374635457992554,-0.09203322231769562,0.0014371084980666637,-0.26974332332611084,0.14977996051311493,-0.10286830365657806,356,0,355,1,0.20310857892036438,371.6788024902344,0.0,0.0,95,False,,1.3777278661727905,0.058088600635528564,-0.03896414488554001,0.0008801977382972836,-0.04009033367037773,0.10108243674039841,0.09395091980695724,41,25,0.42528295516967773,48,17,0,0.017926430329680443,42.495113372802734,0,0,1.0067402124404907,0.09432092308998108,0.21569833159446716,0.06637034565210342,0.1977856159210205,-106.57892608642578,22.83675765991211,42.03676223754883,-13.348243713378906,False,375,320.26844649898163,0.8672757148742676,369.281005859375,19.423582077026367,41,106.68408964768592,6.752391338348389,15.799452781677246,20.268293380737305,42,301.5846724644563,5.972729206085205,50.49361038208008,18.54937171936035,1.2747704982757568,0,0,0,0,0,1.7189216613769531,0.8447113037109375,0.8742103576660156,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,116.23963266347772,-0.19226094473968403,35.84832960909352,54.529238983359235,False,False,0,False,False,False,False,False,False,False,False,4.992669819237072e-11,7.611954122577202e-11,0.9999858140945435,,,,,,,,,,,,,,,,,,,,,,,0.002222263977360732
