Companion Pulsar,solution_id,DESIGNATION,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,dist
J0024-7204Z,1635721458409799680,Gaia DR2 4689639193822046976,4689639193822046976,1464630511,2015.5,6.011679810545778,32.412951784346134,-72.09899328587447,3.9405287133928715,,,,,,,,-0.9700489640235901,,,,,,,,,,44,0,44,0,36.087059020996094,2004.986083984375,2.55627152637171,167.57998778450087,3,False,0.14522945880889893,,,0.32931190729141235,5,4,495.3304443359375,0,5,False,44,7133.982191369835,216.49512038213214,32.9521598815918,16.055036544799805,4,14756.460410680344,404.50241690956784,36.480525970458984,14.928933143615723,4,18184.550200741392,1307.9040484404338,13.903581619262695,14.112663269042969,4.617478847503662,0,0.8162698745727539,-1.126103401184082,1.942373275756836,,,0,,,,NOT_AVAILABLE,305.89619192201747,-44.871269712445525,311.2157720115396,-62.35889942256747,132011,5095.63330078125,4284.44970703125,6938.0,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639193822046976,0.0158172586158808
J0024-7204Z,1635721458409799680,Gaia DR2 4689639468699963520,4689639468699963520,673808066,2015.5,6.026302215345732,0.04862839101206166,-72.067847445189,0.05666126671450845,-0.12349178379471706,0.05373185782324911,-2.29829740524292,6.075536972861098,0.095962260644858,-1.1488301759195958,0.13959382427622172,0.25604426860809326,0.42082804441452026,0.3755345642566681,0.3844304382801056,-0.07100891321897507,0.1542174518108368,-0.17289984226226807,0.15785779058933258,0.3362089991569519,0.5255335569381714,69,0,69,0,3.6529688835144043,113.88130187988281,0.16101465501016557,2.982133412533082,31,False,26.127593994140625,1.5342693610668563,0.015453633718923904,0.18882134556770325,8,7,0.14736077189445496,0,10,False,69,65995.97588794955,178.4309948106498,369.86834716796875,13.639572143554688,9,44710.67357265848,532.2301093285074,84.00628662109375,13.725359916687012,9,63458.20669924364,712.3010641113766,89.08902740478516,12.75570011138916,1.6390223503112793,0,0.9696598052978516,0.08578777313232422,0.8838720321655273,,,0,,,,NOT_AVAILABLE,305.89649144703174,-44.90273800152756,311.2780597522729,-62.34645350976802,112001,5144.9501953125,4425.0,7050.0,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639468699963520,0.015873596720650866
J0024-7204Z,1635721458409799680,Gaia DR2 4689639198125376128,4689639198125376128,1106834208,2015.5,6.024000753098244,0.3490974785322344,-72.09963727029884,0.3773601728508752,-0.18521012558422217,0.46704632949022457,-0.39655622839927673,6.096883115078584,0.8782269457297801,-6.619054741462451,0.6523632603697963,-0.4987119138240814,0.44608747959136963,-0.0712873637676239,-0.004127235617488623,-0.4112350642681122,0.0012987976660951972,0.0631072148680687,0.4346388280391693,-0.38661783933639526,-0.5292280316352844,70,0,70,0,48.85499954223633,3718.469482421875,1.711506247708333,308.5325134422725,31,False,0.3357573449611664,1.487320448957758,0.0818007572319572,0.32075467705726624,8,7,0.8695123195648193,0,11,False,73,30757.309215787638,189.42456680681207,162.37232971191406,14.468494415283203,8,28563.919339531654,644.9998914840052,44.285152435302734,14.211843490600586,7,38470.26744394556,703.3961037801172,54.69218063354492,13.29910659790039,2.179455518722534,0,0.9127368927001953,-0.2566509246826172,1.1693878173828125,,,0,,,,NOT_AVAILABLE,305.89077239634133,-44.871199518074505,311.2188524640466,-62.362465151847665,112011,5095.63330078125,4259.0,6938.0,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639198125376128,0.01592424294349638
J0024-7204Z,1635721458409799680,Gaia DR2 4689639232484232192,4689639232484232192,524203403,2015.5,6.054681061304096,0.2368194107718994,-72.09676812876553,0.054725457465108505,,,,,,,,-0.4194459021091461,,,,,,,,,,38,0,37,1,1.509426236152649,44.81827926635742,0.007580895375152389,0.004412662356934938,3,False,63.48677444458008,1.6067920234702049,0.01486672498212472,-0.0944037213921547,5,5,0.751046359539032,0,9,False,39,55653.22775021031,180.98533387093755,307.5013122558594,13.824640274047852,2,42836.544821580275,6676.662092044417,6.415862560272217,13.771852493286133,2,57157.42124473556,3044.2805968657744,18.775346755981445,12.86923885345459,1.7967325448989868,0,0.902613639831543,-0.05278778076171875,0.9554014205932617,,,0,,,,NOT_AVAILABLE,305.8782173739592,-44.875443041236835,311.2347450121985,-62.369009853321565,132001,5095.63330078125,4297.5,6938.0,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639232484232192,0.015925982430527418
J0024-7204Z,1635721458409799680,Gaia DR2 4689639232475789952,4689639232475789952,1670346387,2015.5,6.066626364643769,3.851647403749208,-72.09326288452567,0.5261109742674278,,,,,,,,-0.9009823203086853,,,,,,,,,,39,0,39,0,14.733817100524902,354.4933776855469,0.7875675359087275,29.48797847340365,3,False,1.4638055562973022,,,0.16762007772922516,5,5,6.3381218910217285,0,10,False,48,27098.00498848074,214.55835514485562,126.29666900634766,14.606022834777832,5,24684.868373585865,492.4867717601577,50.12290573120117,14.37031078338623,3,34672.33696137825,164.63536389496576,210.6007843017578,13.411962509155273,2.1904640197753906,0,0.958348274230957,-0.23571205139160156,1.1940603256225586,,,0,,,,NOT_AVAILABLE,305.8738278930921,-44.87945535903588,311.24532552407913,-62.37031226234162,132011,5095.63330078125,4259.0,6938.0,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639232475789952,0.01596847365590713
J0024-7204Z,1635721458409799680,Gaia DR2 4689637995526986240,4689637995526986240,1433731490,2015.5,5.973955060838331,96.86610306033872,-72.08662225081243,1.4985208139225663,,,,,,,,0.9978806972503662,,,,,,,,,,38,0,37,1,0.04619065299630165,31.703777313232422,0.058393376771097634,0.28798948763077536,3,False,54.31467056274414,,,0.2378365397453308,5,4,665.746826171875,0,9,False,43,58339.3809819715,213.22947517177232,273.59906005859375,13.77346134185791,6,40834.52530095822,1439.2523773311113,28.372039794921875,13.823819160461426,6,57826.68214131743,1488.1335245613075,38.8585319519043,12.856598854064941,1.6911596059799194,0,0.9672203063964844,0.050357818603515625,0.9168624877929688,,,0,,,,NOT_AVAILABLE,305.9149966136836,-44.881758733936536,311.22543142298423,-62.34254409151433,132001,5215.1748046875,4454.16015625,7050.0,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689637995526986240,0.015969956762477932
J0024-7204Z,1635721458409799680,Gaia DR2 4689639301196679552,4689639301196679552,1325704773,2015.5,6.0614411173396725,0.3703907618218028,-72.07231804233099,0.19987072782992676,,,,,,,,-0.29718002676963806,,,,,,,,,,47,0,45,2,14.790206909179688,368.77099609375,0.7139072451022103,50.21278431726019,3,False,1.884995460510254,1.4547141996940447,0.06653326806492299,-0.16391389071941376,6,5,0.4967385232448578,0,10,False,40,41477.289602125544,234.48693181990106,176.8852996826172,14.143839836120605,2,46690.85738261068,169.11568350804714,276.0882873535156,13.678308486938477,0,,,,,,0,,-0.4655313491821289,,,,0,,,,NOT_AVAILABLE,305.88044889985684,-44.89993041268277,311.28203491148696,-62.35801226453633,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639301196679552,0.015988214150078797
J0024-7204Z,1635721458409799680,Gaia DR2 4689639301203683456,4689639301203683456,250784254,2015.5,6.070940406526275,11.652869559803058,-72.07622743388146,45.76928708803746,,,,,,,,0.9993382692337036,,,,,,,,,,41,0,41,0,5.79541015625,109.55931854248047,0.3993790958697671,5.889523329781599,3,False,4.753815174102783,,,-0.18306760489940643,5,4,94.48188781738281,0,5,False,41,21864.544002174924,216.0504171026455,101.20111846923828,14.839015007019043,3,27561.708328379344,1559.4546652986426,17.673940658569336,14.250622749328613,3,37753.427009848616,2564.706633179995,14.720368385314941,13.319528579711914,2.987262725830078,0,0.9310941696166992,-0.5883922576904297,1.519486427307129,,,0,,,,NOT_AVAILABLE,305.8755470806549,-44.89649895131827,311.27814260534944,-62.36254779589227,132011,5095.63330078125,4284.44970703125,6938.0,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639301203683456,0.015994968047731112
J0024-7204Z,1635721458409799680,Gaia DR2 4689639198124495872,4689639198124495872,601998845,2015.5,6.046957075565137,0.9181063314779855,-72.09826717121949,0.8068105481176735,,,,,,,,-0.7798424959182739,,,,,,,,,,53,0,51,2,22.882444381713867,795.1449584960938,1.4137175891043492,84.61575214335133,3,False,0.4792512357234955,,,0.1926027089357376,6,5,2.6041932106018066,0,9,False,63,12718.279903720857,284.4713839359241,44.70846939086914,15.427294731140137,4,21128.259248729508,1205.054488562678,17.533031463623047,14.539228439331055,2,27581.864209573116,1576.7118831205396,17.4932804107666,13.660361289978027,3.829930067062378,1,0.8788671493530273,-0.888066291809082,1.7669334411621094,,,0,,,,NOT_AVAILABLE,305.8812155644525,-44.873607191678424,311.2293155126397,-62.36776740635062,132012,5095.63330078125,4284.44970703125,6938.0,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639198124495872,0.016040613731448734
J0024-7204Z,1635721458409799680,Gaia DR2 4689639232475801088,4689639232475801088,668973003,2015.5,6.061148209759305,1.3736914236396156,-72.09529365332007,1.080131550038501,,,,,,,,-0.1392515003681183,,,,,,,,,,72,0,69,3,99.95594024658203,20901.302734375,5.354451975638381,1822.4669178120198,3,False,0.033966854214668274,,,-0.03989393636584282,9,8,2.252265453338623,0,12,False,81,13984.319424301371,312.56674485796196,44.740264892578125,15.324262619018555,0,,,,,0,,,,,,1,,,,,,0,,,,NOT_AVAILABLE,305.87575245788656,-44.87719683315893,311.2396947069149,-62.369935832640095,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639232475801088,0.0160494261303588
J0024-7204Z,1635721458409799680,Gaia DR2 4689639232475786880,4689639232475786880,565388351,2015.5,6.065353659461648,3.3738385884029665,-72.09393413989571,4.463994854434992,,,,,,,,-0.37169647216796875,,,,,,,,,,53,0,53,0,40.19144821166992,2491.070068359375,3.637043658628829,186.96553953222082,3,False,0.07212039083242416,,,0.22562311589717865,6,5,8.700057983398438,0,6,False,53,4674.717191437399,99.1929731620974,47.12750244140625,16.51397705078125,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,305.87423325309067,-44.87873341587653,311.2436504859963,-62.37032891747643,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639232475786880,0.016074406209294453
J0024-7204Z,1635721458409799680,Gaia DR2 4689637995534470016,4689637995534470016,438213351,2015.5,5.972734331536759,2.135634446650092,-72.08266890101754,11.506948342525806,,,,,,,,0.44977065920829773,,,,,,,,,,41,0,35,6,28.60341453552246,1236.609375,2.671908357794478,229.75245038915565,3,False,0.1356409192085266,,,0.005016852170228958,5,4,1173.93603515625,0,9,False,35,14839.742957650873,435.58339531107083,34.068660736083984,15.25979995727539,0,,,,,0,,,,,,0,,,,,,0,,,,NOT_AVAILABLE,305.91636083133767,-44.885610442607025,311.23226636964205,-62.340155931540686,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689637995534470016,0.016114564610370304
J0024-7204Z,1635721458409799680,Gaia DR2 4689639198126158976,4689639198126158976,270822224,2015.5,6.004304095635801,0.5495883225584014,-72.0985294822561,0.2173282270303064,-1.5181409775752086,0.3425235310867992,-4.432223796844482,10.496369892057126,1.1271012384997177,-1.0526768672958795,0.3645532836467854,0.22582311928272247,0.37756216526031494,-0.7046091556549072,-0.3852890431880951,-0.5517932176589966,-0.2210502177476883,0.34925487637519836,-0.13765421509742737,-0.5818145871162415,0.40127429366111755,52,0,52,0,17.31592559814453,490.92169189453125,0.8980896383900049,37.10519158071616,31,False,1.1123406887054443,1.6184530559370192,0.06676890916812879,-0.1172901913523674,7,6,1.0849947929382324,0,7,False,52,13290.843168120928,123.71294982054148,107.43291473388672,15.379484176635742,6,17070.918342620727,443.844438423609,38.461490631103516,14.770746231079102,6,21744.794313922495,203.26637759832246,106.97683715820312,13.91853141784668,2.920485258102417,0,0.8522148132324219,-0.6087379455566406,1.4609527587890625,,,0,,,,NOT_AVAILABLE,305.8994528891413,-44.871388634045864,311.21407136197803,-62.35672400679279,112011,5095.63330078125,4284.44970703125,6938.0,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639198126158976,0.01612333180390377
J0024-7204Z,1635721458409799680,Gaia DR2 4689639301203684352,4689639301203684352,726336889,2015.5,6.073233733526713,4.291228987553066,-72.07738039745227,0.8718697214838684,,,,,,,,0.9273346662521362,,,,,,,,,,50,6,42,8,29.751461029052734,1329.288818359375,0.8547349073745762,93.44053595053866,3,False,1.297032356262207,,,0.45970073342323303,6,5,6.24554967880249,0,14,False,52,143018.98349889563,965.5515785739542,148.1215362548828,12.799881935119629,8,68851.6331606461,379.3346562683872,181.5063018798828,13.25660228729248,8,127102.75283886745,549.3622603754842,231.3641815185547,12.001532554626465,1.3701285123825073,0,1.2550697326660156,0.45672035217285156,0.7983493804931641,,,0,,,,NOT_AVAILABLE,305.87432017807765,-44.89546356053669,311.27681791187257,-62.36375188309673,130001,4548.0,4259.0,4881.91015625,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+4689639301203684352,0.01613476698689198
