J1543-5149,5.88613E+18,235.9342212,0.232795268,-51.83190851,0.19041416,-0.017828688,0.282623827,4.200063229,-3.27096593,0.320494235,-2.634637432,0.286100626,-0.209472552,0.086682677,-0.028430272,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,327.920617,2.478818985,246.1346204,-31.17769435,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.93919E-11,5.79658E-11,0.999997318,,,,,,,,,,,,,,,,,,,,,,
J1622-0315,4.35843E+18,245.7484449,0.24837774,-3.260351801,0.187207282,0.623945476,0.302683771,13.383008,-13.18425604,0.316050291,2.297889319,0.234095901,-0.117945008,-0.278517485,-0.155665517,1,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,10.70845543,30.67596863,244.4490622,18.053592,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.003869655,7.17908E-07,0.996115148,,,,,,,,,,,,,,,,,,,,,,
J1653-0158,4.37923E+18,253.4085552,0.631838858,-1.976915269,0.353423685,1.772374198,0.775198996,17.60552788,-17.30437939,0.953217268,-3.242383099,0.717787206,-0.031035531,0.328662932,0.176890656,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,16.61469809,24.93545561,252.2680885,20.44686253,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.001535193,5.90877E-05,0.998398364,,,,,,,,,,,,,,,,,,,,,,
J1723-2837,4.0598E+18,260.8465812,0.035528444,-28.63266533,0.025339887,1.066341313,0.043885317,26.75946808,-11.73376052,0.043624062,-24.04969893,0.033562988,0.018095613,-0.299524784,0.073395438,0,,,,,,,,,,,,,,,,,,,,VARIABLE,357.6161834,4.260059101,261.9371956,-5.449216846,FALSE,FALSE,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.02096E-13,1.02248E-10,0.999992728,5828.21875,5786.921387,5874.562012,4.48939991,4.461900234,4.510900021,0.078500003,0.0283,0.122599997,806.1036987,777.6397705,838.62323,1.655099988,1.627900004,1.684100032,1.314499974,1.292000055,1.338999987,0.709900022,0.697600007,0.723100007,MARCS
J1751-2857,4.05735E+18,267.8861694,17.74080276,-28.9628028,10.72787952,,,,,,,,0.963269711,,,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.645634731,-1.124172556,268.1419762,-5.5371544,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
J1816+4510,2.11534E+18,274.1497259,0.093569949,45.17606865,0.095565937,0.222497837,0.101308666,4.399897099,-0.058616306,0.122560062,-4.399506733,0.116778113,0.013522001,0.054998498,-0.053581595,1,,,,,,,,,,,,,,,,,,,,VARIABLE,72.82980291,24.73500608,278.000681,68.5001308,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,9.54465E-09,0.000715763,4.98975E-05,10622.31934,10594.31934,10641.30078,4.498799801,4.496900082,4.499800205,-1.478999972,-1.49240005,-1.451599956,15983.34375,15947.77637,16004.06543,0.0011,0.0002,0.0027,0.0011,0.0002,0.0026,0.0006,1E-04,0.0014,A
J1955+2908,2.02858E+18,298.8661009,0.101995051,29.14538167,0.137172535,0.474871203,0.169516623,8.443187714,-3.167375647,0.135180891,-7.826567155,0.166593865,-0.112718634,-0.132464752,-0.03859891,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,65.83923393,0.443258635,309.6912982,48.68453673,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.03235E-13,5.09616E-13,0.999999642,4222.353027,4115.106445,4239.515625,4.264900208,4.230800152,4.298900127,-0.904500008,-0.97329998,-0.769200027,692.0421143,664.8740234,719.3106079,4.690899849,4.520599842,4.728899956,3.126100063,2.992899895,3.151499987,1.736299992,1.660699964,1.751099944,PHOENIX
J1959+2048,1.82377E+18,299.9033382,0.383152634,20.8043695,0.378356934,0.700183134,0.525092542,5.331024647,-1.821611012,0.502731919,-5.010145626,0.534476578,0.227550238,-0.043918863,-0.099283867,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,59.1971566,-4.697491291,307.7358703,40.40654794,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.0093E-09,5.11577E-13,0.99999851,,,,,,,,,,,,,,,,,,,,,,
J1959+2048,1.82377E+18,299.903093,0.635312796,20.80401985,0.703170359,1.187789966,1.355620742,32.81241989,-19.2671116,1.235348105,-26.55999517,1.244080901,0.406764269,-0.129246041,0.394384831,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,59.19673735,-4.697477681,307.7354602,40.40627004,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.38564E-08,3.68158E-06,0.999992549,,,,,,,,,,,,,,,,,,,,,,
J2032+4127,2.06784E+18,308.0546694,0.011941006,41.45675875,0.01462144,0.567753479,0.015594214,3.028407335,-2.876238294,0.017133817,-0.947894651,0.019980531,-0.228375867,-0.037062403,-0.248036548,2,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,80.22381463,1.027899346,328.9536278,57.36963719,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.02212E-13,5.10543E-13,0.999981284,29995.66016,29869.98438,30124.31055,4.036600113,4.027500153,4.046899796,0.264299989,0.229800001,0.289099991,1609.288086,1584.870728,1636.836182,4.300899982,4.294499874,4.307600021,3.756299973,3.75090003,3.761600018,2.081500053,2.078399897,2.084599972,OB
J2039-5617,6.46972E+18,309.8957015,0.124598041,-56.28590999,0.101711318,0.488690227,0.165950999,15.66303635,3.861062489,0.137354165,-15.17968766,0.12203858,-0.081840716,0.476960361,-0.277356625,0,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.2651841,-37.14534106,296.2602573,-36.42628912,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7.90983E-07,2.92731E-07,0.999971211,5074.650879,5061.72998,5091.815918,4.634500027,4.600399971,4.656400204,-0.470999986,-0.558200002,-0.368299991,2917.609131,2804.007568,3102.870117,0.0066,0.0017,0.017000001,0.0054,0.0014,0.0137,0.0029,0.0007,0.0074,MARCS
J2339-0533,2.44066E+18,354.9114395,0.158484131,-5.551464741,0.140354931,0.534643591,0.183202922,11.00298023,3.92365738,0.202244043,-10.27961478,0.186396986,0.115340143,0.178226456,-0.134052485,0,,,,,,,,,,,,,,,,,,,,VARIABLE,81.34898666,-62.47616167,353.1282304,-3.074914774,TRUE,FALSE,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.571870387,2.96526E-08,0.000581884,,,,,,,,,,,,,,,,,,,,,,
